local,preco,metragem,quartos,garagens,banheiros,bairro
"Rua Fátima Bark, Pinheirinho",519000,100,3,1,2,55
"Rua Nova Esperança, Sitio Cercado",320000,,,,,70
"Rua Armando Sales de Oliveira, Guabirotuba",1045000,179,3,2,3,39
"Água Verde, Curitiba",399000,64,2,,1,1
"Rua Engenheiro Roberto Guilherme Pereira Leite, Vista Alegre",2450000,460,3,4,6,78
"Rua Pedro Cruzetta, Campo Comprido",1650000,993,,,,23
"Rua Martim Afonso, Bigorrilho",4185000,247,3,5,4,14
"Rua Rodolfo Bernardelli, Uberaba",598000,106,3,1,4,75
"Avenida Visconde de Guarapuava, Centro",928689,96,3,1,3,28
"Rua Tereza Pellanda Nichelle, Sitio Cercado",528900,160,5,3,4,70
"Rua Tobias de Macedo Júnior, Barigui",540000,71,3,2,2,11
"Rua Doutor José Guilherme Loyola, Fazendinha",320000,272,,,,37
"Rua Dias da Rocha Filho, Alto da Rua XV",1468500,134,3,3,4,6
"Avenida República Argentina, Vila Izabel",395000,35,,,1,77
"Santa Felicidade, Curitiba",760000,119,3,2,3,61
"Rua Belém, Cabral",750000,106,3,1,2,19
"Alameda Dom Pedro II, Batel",355000,64,2,1,2,13
"Orleans, Curitiba",1480000,1976,,,,52
"Cajuru, Curitiba",189000,35,1,,1,21
"Cabral, Curitiba",841376,87,2,1,1,19
"Rua José Loureiro, Centro",98000000,30,2,,1,28
"Estrada Guilherme Weigert, Santa Cândida",250000,58,3,1,1,60
"Rua Rodrigues Alves, Seminário",750000,84,3,2,2,69
"Rua Rogério Xavier Rocha Loures, Pinheirinho",350000,59,3,1,1,55
"Rua Nossa Senhora de Fátima, Capão da Imbuia",329900,23,2,1,1,25
"Avenida Silva Jardim, Água Verde",3900000,330,4,4,4,1
"Avenida Cândido de Abreu, Centro Cívico",225000,42,,,1,28
"Rua Mariano Torres, Centro",970200,107,2,1,2,28
"Rua Zeila Moura dos Santos, Cristo Rei",199600,31,1,,1,34
"Rua Engenheiros Rebouças, Rebouças",660000,69,2,6,1,58
"Rua Júlio Perneta, Mercês",1380000,133,2,2,3,49
"Juvevê, Curitiba",1194121,118,3,2,2,46
"Alameda Júlia da Costa, Mercês",1323900,151,3,2,2,49
"Rua São Vicente Pallotti, Cajuru",462615,72,3,2,2,21
"Rua Leôncio Correia, Seminário",1750000,375,3,2,5,69
"Avenida Visconde de Guarapuava, Centro",267520,28,1,,1,28
"Mercês, Curitiba",1819779,158,3,3,3,49
"Rua José de Alencar, Alto da Rua XV",900000,185,4,3,4,6
"Rua Professora Ana Maria Pelanda, Umbara",295695,10,,,,76
"Rua Inocêncio Coelho Martins, Capão da Imbuia",150000,42,2,1,1,25
"Rua Clóvis Beviláqua, Cabral",3200000,360,4,4,6,19
"Avenida Visconde de Guarapuava, Centro",980000,96,3,2,3,28
"Rua Lindolfo Pessoa, Seminário",560000,134,3,2,1,69
"Avenida da República, Portão",879912,84,2,1,2,56
"Rua Ângelo Tozim, Campo de Santana",130000,44,2,1,1,24
"Rua Júlia Wanderley, Mercês",1820000,231,3,3,4,49
"Rua Carmelina Cavassin, Barreirinha",650000,1012,,,,12
"Rua Mariano Torres, Centro",766000,73,2,2,2,28
"Rua João Alencar Guimarães, Santa Quitéria",499060,250,,,,62
"Rua Ubaldino do Amaral, Alto da Rua XV",1041255,165,3,2,3,6
"Rua Barão do Rio Branco, Centro",990248,123,2,2,3,28
"Xaxim, Curitiba",275000,67,,,1,79
"Rua José Culpi, Butiatuvinha",1200000,1522,,,,18
"Rua Alberto Potier, Boa Vista",1050000,103,3,2,3,15
"Rua Engenheiros Rebouças, Rebouças",720000,71,2,2,2,58
"Rua Visconde do Rio Branco, Mercês",1190000,84,2,2,3,49
"Rua Simão Bolivar, Hugo Lange",1552430,178,3,3,3,42
"Rua Pedro Collere, Vila Izabel",1257000,123,3,2,4,77
"Rua Emiliano Perneta, Centro",466158,36,,1,1,28
"Rua Rio Mucuri, Bairro Alto",545000,102,3,2,2,10
"Rua Pedro Gusso, Cidade Industrial",783696,600,,,,33
"Rua João Alencar Guimarães, Santa Quitéria",1300000,,,,,62
"Avenida da República, Portão",244846,29,1,,1,56
"Avenida República Argentina, Portão",410000,84,3,1,3,56
"Rua Eduardo Geronasso, Bacacheri",320000,80,3,1,2,9
"Neoville, Curitiba",642110,109,3,2,3,80
"Água Verde, Curitiba",359000,45,,,1,1
"Batel, Curitiba",1397000,115,3,2,2,13
"Centro, Curitiba",290000,89,,1,2,28
"Rua Marechal Deodoro, Centro",890000,179,4,2,4,28
"Rua Theodoro Makiolka, Barreirinha",1300000,434,4,4,4,12
"Alameda Princesa Izabel, Bigorrilho",2090543,139,3,3,5,14
"Rua Donaide Silveira da Costa, Tarumã",1300000,188,3,4,3,72
"Alameda Cabral, São Francisco",680000,67,2,2,2,19
"Rua Brasílio Bacellar Filho, Tingui",332000,51,2,1,1,74
"Capão Raso, Curitiba",369900,49,2,1,1,26
"Rua Riachuelo, Centro",215000,39,1,,1,28
"Rua Luiz França, Cajuru",194900,22,1,,1,21
"Rua Coronel Amazonas Marcondes, Cabral",1780000,177,3,2,4,19
"Rua Bom Jesus de Iguape, Hauer",850000,770,,,,41
"Avenida Cândido Hartmann, Santa Felicidade",686900,86,3,1,2,61
"Rua Professor Arthur Loyola, Juvevê",1049857,101,3,2,3,46
"Rua Casemiro Augusto Rodacki, Cidade Industrial",352900,55,2,1,3,33
"Rua Deputado Heitor Alencar Furtado, Ecoville",4869087,320,3,3,1,35
"Rua Desembargador Otávio do Amaral, Bigorrilho",1332143,112,3,2,1,14
"Cajuru, Curitiba",403857,69,3,1,1,21
"Praça Tiradentes, Centro",3150000,849,,,,28
"Rua Abrão Winter, Xaxim",489900,95,3,3,3,79
"Santa Cândida, Curitiba",1270000,329,2,4,3,60
"Rua Lindolfo Pessoa, Seminário",660000,100,3,1,2,69
"Rua Capitão Souza Franco, Batel",440680,71,,1,1,13
"Rua Donaide Silveira da Costa, Tarumã",1300000,188,3,4,3,72
"Rua Irerê, São Braz",600000,723,,,,64
"Rua Eduardo Jarnicki, São Braz",159710,100,,,,64
"Rua Tobias de Macedo Júnior, Ecoville",595200,56,2,1,1,35
"Rua Brasílio Bacellar Filho, Tingui",332000,51,2,1,1,74
"Capão Raso, Curitiba",369900,49,2,1,1,26
"Ecoville, Curitiba",1496000,130,3,2,4,35
"Rua Riachuelo, Centro",215000,39,1,,1,28
"Rua Coronel Amazonas Marcondes, Cabral",1780000,177,3,2,4,19
"Avenida Cândido Hartmann, Santa Felicidade",686900,86,3,1,2,61
"Rua Lysimaco Ferreira da Costa, Centro Cívico",2500000,625,1,6,1,28
"Rua Ângela Ganz, Campina do Siqueira",1390000,576,,,,22
"Rua Professor Arthur Loyola, Juvevê",1049857,101,3,2,3,46
"Bigorrilho, Curitiba",3639000,217,3,3,5,14
"Rua Treze de Maio, Centro",165000,22,,,1,28
"Rua Casemiro Augusto Rodacki, Cidade Industrial",352900,55,2,1,3,33
"Rua Deputado Heitor Alencar Furtado, Ecoville",4869087,320,3,3,1,35
"Rua Desembargador Otávio do Amaral, Bigorrilho",1332143,112,3,2,1,14
"Cajuru, Curitiba",403857,69,3,1,1,21
"Rua Senador Accioly Filho, Cidade Industrial",189000,50,3,,1,33
"Rua Maestro Romualdo Suriani, Jardim das Américas",950000,640,,,,45
"Rua Alberto Folloni, Ahú",4750000,429,4,5,6,2
"Rua Regina Schulman, Boqueirão",598000,112,3,2,2,17
"Rua Almirante Tamandaré, Alto da Rua XV",309810,36,1,,1,6
"Uberaba, Curitiba",869000,138,3,2,3,75
"Rua João Kania, Santa Cândida",798790,618,3,3,2,60
"Cidade Industrial, Curitiba",1306217,129,3,2,4,33
"Rua Coronel Amazonas Marcondes, Cabral",1174408,112,3,1,2,19
"Rua Monsenhor Ivo Zanlorenzi, Mossunguê",580000,62,1,1,1,50
"Tatuquara, Curitiba",140000,46,2,1,1,73
"Tarumã, Curitiba",475000,62,2,,2,72
"Rua Monsenhor Ivo Zanlorenzi, Mossunguê",3339300,289,4,4,6,50
"Rua Engenheiro João Bley Filho, Pinheirinho",498000,100,3,2,1,55
"Mossunguê, Curitiba",3864135,255,5,1,5,50
"Rua João Tobias de Paiva Netto, Cajuru",430000,456,,,,21
"Rua Doutor Waldemiro Pereira, Capão Raso",340000,48,2,,1,26
"Rua Doutor Waldemiro Pereira, Capão Raso",345500,48,2,1,1,26
"Rua Brasílio Bacellar Filho, Tingui",374600,73,2,1,1,74
"Alameda Júlia da Costa, São Francisco",1221381,80,2,2,1,65
"Rua João Bonat, Novo Mundo",557000,74,3,1,2,51
"Rua Doutor Goulin, Hugo Lange",1224703,108,3,2,1,42
"Travessa Percy Withers, Água Verde",1980000,146,3,2,4,1
"Travessa Percy Withers, Água Verde",5100000,309,4,4,7,1
"Rua Martim Afonso, Bigorrilho",2108900,159,3,3,4,14
"Rua Francisco Licnerski, Uberaba",394000,110,3,3,2,75
"Praça Padre João Bagozzi, Portão",1989021,138,3,2,5,56
"Travessa Rafael Francisco Greca, Água Verde",650000,62,3,1,2,1
"Atuba, Curitiba",2500000,336,4,6,5,7
"Água Verde, Curitiba",3200000,239,3,3,4,1
"Avenida Comendador Franco, Uberaba",3099700,594,4,4,3,75
"Rua Doutor João de Paula Moura Brito, Uberaba",574360,107,3,2,3,75
"Portão, Curitiba",251900,31,1,,1,56
"Rua Visconde de Nacar, Centro",247000,29,1,,1,28
"Rua da Pedreira, Atuba",599000,,,,,7
"Rua Professor Guido Straube, Vila Izabel",581000,381,,,5,77
"Rua Emiliano Perneta, Batel",2600116,208,,4,1,13
"Rua Maria Thereza Gonçalves, Umbara",399000,106,3,1,2,76
"Rua Theodoro Makiolka, Santa Cândida",1150000,1386,,,,60
"Rua Maria Thereza Gonçalves, Umbara",400000,106,2,,2,76
"Rua Guaianazes, Vila Izabel",880000,98,3,2,3,77
"Rua Visconde do Rio Branco, Mercês",890000,85,2,2,2,49
"Juvevê, Curitiba",2169226,135,3,3,4,46
"Rua Francisco Lachowski, Campina do Siqueira",759999,80,3,2,2,22
"Ecoville, Curitiba",1320000,127,3,3,4,35
"Rua Bom Jesus de Iguape, Hauer",850000,720,,,,41
"Rua Rosa Neumann, Mossunguê",1093788,95,2,1,2,50
"Avenida Sete de Setembro, Rebouças",98000,32,,,1,58
"Rua Barão do Rio Branco, Centro",990248,123,2,2,3,28
"Alameda Cabral, Centro",750000,608,,,,19
"Avenida Marechal Mascarenhas de Moraes, Bairro Alto",240000,50,2,1,1,10
"Ecoville, Curitiba",1480000,129,3,2,3,35
"Rua Acyr Guimarães, Água Verde",258000,35,1,,,1
"Rua Ângelo Nabosne, Cidade Industrial",1412903,129,3,2,4,33
"Estrada Guilherme Weigert, Santa Cândida",250000,58,3,1,1,60
"Rua Odilon de Santa Rita Borba, Bacacheri",609000,70,2,1,2,9
"Rua Zeila Moura dos Santos, Cristo Rei",199600,31,1,,1,34
"Rua Barão do Rio Branco, Centro",79000,22,,1,,28
"Rua Monsenhor Ivo Zanlorenzi, Mossunguê",2385000,276,3,4,6,50
"Rua Brasílio Ribas, Novo Mundo",429000,86,3,1,1,51
"Rua Júlio Perneta, Mercês",1380000,133,2,2,3,49
"Alameda Júlia da Costa, Mercês",1323900,151,3,2,2,49
"Rua James Anderson, Santa Cândida",650000,784,,,,60
"Rua Leôncio Correia, Seminário",1750000,375,3,2,5,69
"Rua Capitão Souza Franco, Batel",886200,48,1,,1,13
"Rua Alberto Folloni, Ahú",6841865,552,4,4,6,2
"Alto da Glória, Curitiba",758000,98,3,2,2,4
"Rua Marquês do Paraná, Água Verde",990125,91,2,2,2,1
"Campo de Santana, Curitiba",215000,46,2,1,1,24
"Rua Quintino Bocaiúva, Cabral",3143400,229,3,3,5,19
"Rua José Izidoro Biazetto, Mossunguê",916000,110,3,2,2,50
"Cidade Industrial, Curitiba",275000,78,2,2,1,33
"Rua Jóquei Clube, Prado Velho",191653,27,1,,1,57
"Avenida Nossa Senhora da Luz, Cabral",4950000,275,4,4,4,19
"Rua Mauá, Alto da Glória",800000,254,,,,4
"Rua Jerônimo Durski, Barigui",2176610,166,3,6,3,11
"Boa Vista, Curitiba",811725,104,3,2,1,15
"Avenida da República, Portão",256637,28,1,,1,56
"Rua José Arcione Roberto Batista, Uberaba",397000,96,3,2,2,75
"Rua Orlando Peruci, Santa Felicidade",2476344,596,1,1,1,61
"Avenida Vicente Machado, Batel",936643,69,,2,1,13
"Rua Vereador Antônio dos Reis Cavalheiro, Cabral",1454600,160,3,2,4,19
"Rua Emiliano Perneta, Batel",466159,36,,1,1,13
"Rua XV de Novembro, Centro",300000,36,,1,,28
"Rua do Ingá, Barreirinha",650000,650,,,,12
"Avenida Presidente Getúlio Vargas, Vila Izabel",538600,63,2,1,1,77
"Rua Vereador Antenor Pamphilo dos Santos, Vista Alegre",930000,246,3,3,4,78
"Rua Miguel Abrão, Portão",258000,49,3,1,1,56
"Rua Professor José Maurício Higgins, Boqueirão",970000,159,3,5,2,17
"Novo Mundo, Curitiba",1059874,108,3,2,3,51
"Avenida Presidente Getúlio Vargas, Vila Izabel",730800,71,2,1,2,77
"Avenida João Gualberto, Alto da Glória",735000,98,3,,3,4
"Santo Inácio, Curitiba",431000,56,2,1,2,63
"Rua São Pedro, Cabral",3299000,242,4,3,5,19
"Portão, Curitiba",994282,96,3,1,1,56
"Rua Alferes Ângelo Sampaio, Champagnat",1195600,90,2,2,2,32
"Rua Canadá, Bacacheri",485000,71,3,1,2,9
"Rodovia BR-116, Bairro Alto",249000,51,2,2,1,10
"Rodovia BR-277 Curitiba-Ponta Grossa, Ecoville",4500000,430,3,4,5,35
"Rua Visconde do Rio Branco, Centro",160000,24,,,1,28
"Rua Luísa Dariva, Ecoville",7709000,430,4,5,5,35
"Cabral, Curitiba",1455461,135,3,2,4,19
"Rua Professor Raul Rodrigues Gomes, Alto Boqueirão",299000,64,2,2,1,3
"Cabral, Curitiba",3299200,242,3,3,4,19
"Rua Guilherme Pugsley, Água Verde",1590778,139,3,2,4,1
"Rua Professor Luiz César, Água Verde",700900,84,3,2,2,1
"Guabirotuba, Curitiba",699990,126,3,2,2,39
"Rua Mariópolis, Boqueirão",500000,150,,,,17
"Santa Cândida, Curitiba",315000,64,2,1,1,60
"Rua Zeila Moura dos Santos, Cristo Rei",395340,67,,,2,34
"Rua Serafim França, Novo Mundo",432316,67,2,1,2,51
"Rua Doutor Leão Mocellin, Santa Felicidade",524900,64,1,1,1,61
"Rua Barão dos Campos Gerais, Juvevê",2170000,208,3,4,6,46
"Rua Gonçalves Dias, Batel",1585584,176,3,4,5,13
"Rua Martim Afonso, Bigorrilho",1633900,125,2,3,2,14
"Capão Raso, Curitiba",419000,66,2,1,2,26
"Rua Maria Clara, Alto da Glória",947000,75,2,2,2,4
"Rua Paulo Setúbal, Hauer",599000,150,3,2,2,41
"Rua Oscar Gomes de Oliveira, Santa Cândida",257800,58,3,1,1,60
"Rua Visconde do Rio Branco, Mercês",1301300,85,2,2,2,49
"Rua Professor Guido Straube, Vila Izabel",581000,179,,,2,77
"Centro, Curitiba",440000,110,3,1,2,28
"Rua Professor Assis Gonçalves, Água Verde",1025000,146,3,2,5,1
"Rua Alberico Flores Bueno, Bairro Alto",598000,115,3,1,4,10
"Rua Professor Guido Straube, Vila Izabel",581000,381,,,5,77
"Rua Emiliano Perneta, Batel",2600116,208,,4,1,13
"Rua Maria Thereza Gonçalves, Umbara",399000,106,3,1,2,76
"Rua Theodoro Makiolka, Santa Cândida",1150000,1386,,,,60
"Rua Visconde do Rio Branco, Mercês",890000,85,2,2,2,49
"Capão Raso, Curitiba",445951,68,2,1,2,26
"Ecoville, Curitiba",1320000,127,3,3,4,35
"Rua Bom Jesus de Iguape, Hauer",850000,720,,,,41
"Rua Rosa Neumann, Mossunguê",1093788,95,2,1,2,50
"Rua Barão do Rio Branco, Centro",990248,123,2,2,3,28
"Rua Capitão João Zaleski, Lindóia",305000,74,2,1,1,48
"Rua Nunes Machado, Centro",190000,43,1,,1,28
"Hauer, Curitiba",327751,51,2,,1,41
"Jardim das Américas, Curitiba",759000,125,3,2,4,45
"Pinheirinho, Curitiba",650900,120,3,2,3,55
"Rodovia BR-277 Curitiba-Ponta Grossa, Riviera",1510000,759,,,,59
"Travessa João Turin, Água Verde",280000,39,,1,1,1
"Avenida Silva Jardim, Rebouças",234500,29,1,,1,58
"Rua Odilon de Santa Rita Borba, Bacacheri",580000,70,2,1,2,9
"Rua Barão de Antonina, Centro Cívico",555000,102,3,1,2,28
"Rua Visconde do Rio Branco, Centro",540000,48,,,1,28
"Rua Professor Ulisses Vieira, Vila Izabel",318000,40,1,,1,77
"Travessa Lange, Água Verde",1499000,204,3,2,3,1
"Rua Governador Jorge Lacerda, Guabirotuba",2000000,1780,,,,39
"Água Verde, Curitiba",950000,155,3,1,3,1
"Rua Alferes Ângelo Sampaio, Bigorrilho",726658,61,2,1,2,14
"Rua Dias da Rocha Filho, Alto da Rua XV",2057000,175,3,2,4,6
"Rua David Geronasso, Boa Vista",445000,62,2,1,2,15
"Rua Urbano Lopes, Cristo Rei",1349990,149,3,3,3,34
"Rua Doutor Raul Carneiro Filho, Água Verde",608331,64,2,2,1,1
"Rua Mariano Torres, Centro",1106600,107,3,1,3,28
"Alto da Glória, Curitiba",1183443,76,2,1,2,4
"Rua Menino Jesus, Xaxim",529000,98,3,2,2,79
"Rua Euzébio da Motta, Juvevê",2188000,200,3,3,4,46
"Água Verde, Curitiba",359000,45,,,1,1
"Centro, Curitiba",290000,89,,1,2,28
"Alameda Princesa Izabel, Bigorrilho",2090543,139,3,3,5,14
"Rua Capitão Souza Franco, Batel",440680,71,,1,1,13
"Rua Irerê, São Braz",600000,723,,,,64
"Rua Eduardo Jarnicki, São Braz",159710,100,,,,64
"Rua Tobias de Macedo Júnior, Ecoville",595200,56,2,1,1,35
"Uberaba, Curitiba",598000,105,3,2,3,75
"Ecoville, Curitiba",1496000,130,3,2,4,35
"Rua Leon Tolstoi, Lindóia",1100000,696,,,,48
"Rua Alferes Ângelo Sampaio, Batel",4608659,257,3,4,6,13
"Rua Paraguassu, Alto da Glória",890000,118,3,2,3,4
"Rua Euzébio da Motta, Juvevê",1800000,143,1,3,3,46
"Rua Ivo Ferro, Uberaba",1697000,260,3,2,4,75
"Avenida João Gualberto, Alto da Glória",330000,35,2,,1,4
"Rua Jovino do Rosário, Boa Vista",570000,62,2,1,2,15
"Avenida Visconde de Guarapuava, Batel",709440,50,1,,1,13
"Batel, Curitiba",315900,22,,,,13
"Rua Monsenhor Ivo Zanlorenzi, Ecoville",800000,89,3,1,2,35
"Alameda Júlia da Costa, Bigorrilho",890771,83,3,8,3,14
"Tarumã, Curitiba",522000,66,2,1,2,72
"Rua Isaías Régis de Miranda, Boqueirão",843000,159,3,2,2,17
"Rua Gutemberg, Batel",2500000,165,3,3,5,13
"Rua Alberto Potier, Boa Vista",833880,85,3,1,2,15
"Rua das Araras, Campo Comprido",313049,63,3,1,1,23
"Rua Mariano Torres, Centro",576000,56,,,,28
"Rua Doutor Bley Zornig, Boqueirão",595000,103,3,2,3,17
"Rua Professor Pedro Viriato Parigot de Souza, Mossunguê",3537238,227,4,4,5,50
"Rua Odete Laura Foggiato, Atuba",760000,153,3,2,3,7
"Avenida João Gualberto, Alto da Glória",710000,98,3,1,3,4
"Rua Flamboyant, Cachoeira",450000,360,,,,20
"São Braz, Curitiba",600000,83,4,2,2,64
"Avenida Paraná, Cabral",1358380,131,3,2,2,19
"Rua Doutor Bley Zornig, Boqueirão",650000,114,3,2,3,17
"Rua Tobias de Macedo Júnior, Santo Inácio",434100,51,2,1,2,63
"Atuba, Curitiba",1050000,168,3,4,3,7
"Avenida Nossa Senhora da Luz, Cabral",8374165,417,4,4,6,19
"Rua Tamoios, Vila Izabel",1399000,176,3,2,3,77
"Rua Rosa Kaint Nadolny, Campo Comprido",875943,74,3,1,2,23
"Rua Marco Polo, Bairro Alto",580000,112,3,1,5,10
"Seminário, Curitiba",370990,48,2,1,2,69
"Santa Felicidade, Curitiba",3400000,344,3,4,4,61
"Rua André de Barros, Centro",214900,27,1,,1,28
"Rua Doutor Bley Zornig, Boqueirão",450000,57,2,2,1,17
"Rua Alferes Ângelo Sampaio, Bigorrilho",1521802,108,3,2,4,14
"Rua Brasílio Bacellar Filho, Tingui",401800,73,2,1,1,74
"Rua Quitandinha, Sitio Cercado",699999,219,3,4,2,70
"Rua Alberto Potier, Boa Vista",521983,50,1,1,2,15
"Rua Doutor Waldemiro Pereira, Capão Raso",350000,54,2,1,2,26
"Rua Engenheiro José Orontes Pires, Abranches",1499300,999,,,,0
"Cabral, Curitiba",1587420,176,3,2,4,19
"Rua Doutor Alcides Vieira Arco-Verde, Guabirotuba",1250000,241,3,2,5,39
"Rua Dom Pedro I, Água Verde",3234000,222,3,3,4,1
"Rua Jerônimo Durski, Bigorrilho",652349,68,2,1,1,14
"Novo Mundo, Curitiba",571796,74,3,,3,51
"Rua Brasílio Bacellar Filho, Tingui",436800,64,3,2,2,74
"Rua Pedro Américo, Capão Raso",289000,59,3,1,1,26
"Avenida Presidente Affonso Camargo, Cristo Rei",541100,81,2,1,2,34
"Alameda Princesa Izabel, São Francisco",620000,77,3,1,1,65
"Rodovia BR-116, Bairro Alto",3570000,1442,,,,10
"Rua Barão de Antonina, São Francisco",550000,77,2,2,1,65
"Rua Germano Beckert, Bairro Alto",380000,500,,,,10
"Rua Álvaro Silva Abelardino, Pinheirinho",504000,106,3,2,3,55
"Rua Vale dos Pássaros, Caiuá",140000,44,2,1,1,-1
"Avenida Visconde de Guarapuava, Centro",4800000,678,,,2,28
"Rua Mariano Torres, Centro",1091000,107,3,1,2,28
"Alto da Glória, Curitiba",990000,118,3,3,3,4
"Vila Izabel, Curitiba",988000,103,2,2,1,77
"Rua Serafim França, Novo Mundo",424095,67,2,1,2,51
"Hauer, Curitiba",317924,51,2,1,1,41
"Rua Oyapock, Cristo Rei",644000,78,3,1,2,34
"Rodovia BR-277 Curitiba-Paranaguá, Cajuru",499000,560,,,,21
"Novo Mundo, Curitiba",218000,32,1,,1,51
"Rua Agostinho Brusamolin, Neoville",330000,47,2,1,1,80
"Rua Pedro Ivo, Centro",185000,11,,,1,28
"Avenida Marechal Floriano Peixoto, Rebouças",3600000,830,,,,58
"Rua Marquês do Paraná, Água Verde",923000,91,2,2,2,1
"Rua Guilherme Pugsley, Água Verde",4529353,155,3,3,3,1
"Avenida Monteiro Tourinho, Tingui",285000,50,2,1,1,74
"Água Verde, Curitiba",1922681,155,3,3,4,1
"Avenida Silva Jardim, Seminário",2243938,150,3,3,5,69
"Rua Profeta Ezequiel, Umbara",485000,94,4,4,3,76
"Juvevê, Curitiba",731225,79,2,1,2,46
"Rua Piauí, Parolin",320000,44,3,1,3,53
"Bairro Alto, Curitiba",598000,115,3,2,4,10
"Rua Rio Araguari, Atuba",265000,45,2,2,1,7
"Pinheirinho, Curitiba",259000,50,2,1,1,55
"Rua Gerônimo Muraro, Santa Felicidade",850000,174,3,2,5,61
"Prado Velho, Curitiba",1800000,1060,,,,57
"Rua Amazonas, Água Verde",283900,38,1,,2,1
"Rua Vereador Garcia Rodrigues Velho, Cabral",6200000,315,3,4,4,19
"Avenida Marechal Floriano Peixoto, Centro",328000,35,1,,1,28
"Rua José de Alencar, Alto da Rua XV",1732763,192,3,2,5,6
"Augusta, Curitiba",1542000,754,,,,8
"Rua Guaratuba, Ahú",2921746,132,3,3,4,2
"Avenida João Gualberto, Alto da Glória",330000,35,2,,1,4
"Avenida Visconde de Guarapuava, Batel",709440,50,1,,1,13
"Rua Oscar Gomes de Oliveira, Santa Cândida",270500,58,3,1,1,60
"Rua Isaías Régis de Miranda, Boqueirão",843000,159,3,2,2,17
"Rua Gutemberg, Batel",2500000,165,3,3,5,13
"Rua das Araras, Campo Comprido",313049,63,3,1,1,23
"Avenida Prefeito Maurício Fruet, Cajuru",3400000,3126,,,,21
"Rua Mariano Torres, Centro",576000,56,,,,28
"Rua Doutor Bley Zornig, Boqueirão",595000,103,3,2,3,17
"Rua Professor Pedro Viriato Parigot de Souza, Mossunguê",3537238,227,4,4,5,50
"Rua Odete Laura Foggiato, Atuba",760000,153,3,2,3,7
"Avenida João Gualberto, Alto da Glória",710000,98,3,1,3,4
"Bairro Alto, Curitiba",580000,116,3,2,5,10
"Rua Theodoro Makiolka, Boa Vista",556000,120,3,2,3,15
"Rua Itacolomi, Fazendinha",990000,480,,,,37
"Rua João Batista Trentin, Tingui",469000,60,2,1,2,74
"Rua Amazonas, Água Verde",545900,75,3,1,2,1
"Rua Engenheiro Heitor Soares Gomes, Portão",880000,195,3,2,3,56
"Rua Rio Mucuri, Bairro Alto",490000,400,,,,10
"Rua Jorge de Poli, Xaxim",820000,140,3,2,2,79
"Rua Jovino do Rosário, Boa Vista",498625,60,3,1,2,15
"Xaxim, Curitiba",659000,158,3,3,3,79
"Avenida República Argentina, Portão",398503,62,1,,1,56
"Avenida Presidente Affonso Camargo, Jardim Botânico",781400,78,3,1,2,43
"Rua Guaratuba, Juvevê",1998000,156,3,3,4,46
"Rua Antônio Greca, São Lourenço",915000,240,3,4,4,67
"Rua Rosa Kaint Nadolny, Campo Comprido",1848886,142,3,2,3,23
"Rua Antônio Lago, Boa Vista",980000,101,3,2,3,15
"Alameda Cabral, São Francisco",1280000,233,3,2,4,19
"Rua Visconde do Rio Branco, Mercês",897000,87,2,1,2,49
"Rua Henrique Itiberê da Cunha, Bom Retiro",1138000,238,3,2,3,16
"Rua Nunes Machado, Centro",230000,32,,1,1,28
"Rua Fernando Amaro, Cristo Rei",1338780,129,3,2,2,34
"Rua Edmundo Alberto Mercer, Tingui",172900,26,1,,1,74
"Rua José Cadilhe, Água Verde",2200000,188,4,3,2,1
"Rua João Menegusso, Santa Felicidade",3750000,1270,,,,61
"Rua Jornalista Caio Machado, Santa Quitéria",920000,131,2,2,3,62
"Rua Murilo do Amaral Ferreira, Vila Izabel",1980000,173,3,2,5,77
"Rua Campos Sales, Juvevê",2890000,253,3,3,5,46
"Rua Gregório Gomes de Oliveira, Uberaba",595000,510,,,,75
"Rua Ângelo Nabosne, Ecoville",1320000,130,3,2,4,35
"Pinheirinho, Curitiba",259000,50,2,1,1,55
"Rua Gerônimo Muraro, Santa Felicidade",850000,174,3,2,5,61
"Rua Amazonas, Água Verde",283900,38,1,,2,1
"Avenida Marechal Floriano Peixoto, Centro",328000,35,1,,1,28
"Rua José de Alencar, Alto da Rua XV",1732763,192,3,2,5,6
"Rua Guaratuba, Ahú",2921746,132,3,3,4,2
"Portão, Curitiba",244900,35,1,,2,56
"Avenida João Gualberto, Alto da Glória",330000,35,2,,1,4
"Avenida Visconde de Guarapuava, Batel",709440,50,1,,1,13
"Rua Oscar Gomes de Oliveira, Santa Cândida",270500,58,3,1,1,60
"Rua Isaías Régis de Miranda, Boqueirão",843000,159,3,2,2,17
"Rua das Araras, Campo Comprido",313049,63,3,1,1,23
"Alameda Princesa Izabel, Batel",1307642,103,2,2,3,13
"Rua Mariano Torres, Centro",576000,56,,,,28
"Rua Doutor Bley Zornig, Boqueirão",595000,103,3,2,3,17
"Rua Professor Pedro Viriato Parigot de Souza, Mossunguê",3537238,227,4,4,5,50
"Rua Odete Laura Foggiato, Atuba",760000,153,3,2,3,7
"Avenida João Gualberto, Alto da Glória",710000,98,3,1,3,4
"Rua São Vicente Pallotti, Cajuru",404693,68,3,1,2,21
"Rua Presidente Faria, Centro",2630000,632,,,,28
"Rua Luiz Augusto Marckmann Grocoske, Campo Comprido",6800000,722,4,9,6,23
"Bacacheri, Curitiba",260000,28,1,1,1,9
"Rua Maria Clara, Alto da Glória",1652500,118,3,2,2,4
