local,preco,metragem,quartos,garagens,banheiros,bairro
"Boa Vista, Curitiba",1790000,329.0,4.0,4.0,5.0,15
"Boa Vista, Curitiba",730000,135.0,3.0,2.0,3.0,15
"São Braz, Curitiba",399000,42.0,2.0,4.0,1.0,64
"Jardim Social, Curitiba",1750000,288.0,3.0,4.0,3.0,44
"Barreirinha, Curitiba",2640000,418.0,5.0,3.0,7.0,12
"Xaxim, Curitiba",760000,186.0,3.0,2.0,4.0,79
"Tingui, Curitiba",630000,149.0,3.0,2.0,2.0,74
"Uberaba, Curitiba",580000,120.0,3.0,2.0,1.0,75
"Cascatinha, Curitiba",860000,172.0,3.0,3.0,4.0,27
"Água Verde, Curitiba",1046664,146.0,3.0,1.0,2.0,1
"Cajuru, Curitiba",550000,130.0,3.0,3.0,2.0,21
"Santa Cândida, Curitiba",2800000,612.0,3.0,4.0,5.0,60
"Xaxim, Curitiba",990000,190.0,4.0,3.0,4.0,79
"São Braz, Curitiba",790000,119.0,3.0,5.0,1.0,64
"Campo Comprido, Curitiba",7699000,722.0,4.0,4.0,7.0,23
"Centro Cívico, Curitiba",2100000,411.0,3.0,4.0,2.0,28
"Boqueirão, Curitiba",680000,,,,,17
"Jardim das Américas, Curitiba",895000,237.0,4.0,8.0,4.0,45
"Boa Vista, Curitiba",1590000,300.0,3.0,3.0,3.0,15
"Capão da Imbuia, Curitiba",1299900,350.0,3.0,6.0,3.0,25
"Uberaba, Curitiba",766000,183.0,3.0,2.0,3.0,75
"Atuba, Curitiba",286980,53.0,3.0,1.0,1.0,7
"Bairro Alto, Curitiba",450000,121.0,3.0,2.0,1.0,10
"Guaíra, Curitiba",735000,155.0,3.0,4.0,3.0,40
"Seminário, Curitiba",1200000,272.0,3.0,3.0,2.0,69
"São João, Curitiba",3200000,400.0,4.0,4.0,6.0,66
"Barigui, Curitiba",1990000,186.0,3.0,3.0,3.0,11
"Boqueirão, Curitiba",509000,98.0,3.0,2.0,3.0,17
"Ecoville, Curitiba",825000,194.0,3.0,2.0,3.0,35
"Boqueirão, Curitiba",692000,125.0,3.0,2.0,4.0,17
"São João, Curitiba",3890000,517.0,4.0,4.0,6.0,66
"Alto Boqueirão, Curitiba",360000,127.0,3.0,3.0,1.0,3
"Santa Felicidade, Curitiba",2150000,243.0,3.0,4.0,4.0,61
"Pinheirinho, Curitiba",999000,184.0,3.0,4.0,2.0,55
"Cidade Industrial, Curitiba",550000,151.0,3.0,2.0,3.0,33
"Butiatuvinha, Curitiba",3499900,360.0,3.0,5.0,5.0,18
"Bom Retiro, Curitiba",1014445,168.0,3.0,1.0,3.0,16
"São Lourenço, Curitiba",1980000,267.0,3.0,2.0,6.0,67
"Uberaba, Curitiba",1490000,200.0,3.0,4.0,3.0,75
"Cidade Industrial, Curitiba",329700,81.0,3.0,1.0,3.0,33
"Boa Vista, Curitiba",2480000,673.0,7.0,3.0,8.0,15
"Abranches, Curitiba",720000,138.0,3.0,,,0
"Santo Inácio, Curitiba",495000,110.0,4.0,3.0,1.0,63
"Capão da Imbuia, Curitiba",460000,141.0,3.0,,2.0,25
"Seminário, Curitiba",1050000,226.0,4.0,4.0,3.0,69
"Uberaba, Curitiba",2500000,350.0,7.0,6.0,5.0,75
"Cajuru, Curitiba",395000,81.0,3.0,1.0,2.0,21
"Uberaba, Curitiba",690000,135.0,3.0,2.0,3.0,75
"Xaxim, Curitiba",600000,144.0,3.0,2.0,2.0,79
"Mossunguê, Curitiba",380000,70.0,2.0,3.0,1.0,50
"Água Verde, Curitiba",1099000,147.0,3.0,2.0,4.0,1
"Campo Comprido, Curitiba",6500000,722.0,4.0,13.0,6.0,23
"Santa Felicidade, Curitiba",3600000,305.0,5.0,4.0,7.0,61
"Santa Felicidade, Curitiba",2290040,253.0,4.0,2.0,6.0,61
"Pinheirinho, Curitiba",700000,220.0,4.0,2.0,4.0,55
"Guabirotuba, Curitiba",470000,128.0,3.0,3.0,3.0,39
"Jardim das Américas, Curitiba",850000,150.0,3.0,2.0,3.0,45
"Bairro Alto, Curitiba",1489000,210.0,3.0,2.0,5.0,10
"Campo Comprido, Curitiba",750000,146.0,3.0,2.0,1.0,23
"Santa Felicidade, Curitiba",730000,148.0,3.0,2.0,4.0,61
"Santa Felicidade, Curitiba",691000,150.0,3.0,2.0,2.0,61
"São Francisco, Curitiba",1400000,235.0,3.0,3.0,2.0,65
"Santa Felicidade, Curitiba",678000,148.0,3.0,2.0,3.0,61
"Alto da XV, Curitiba",1080000,200.0,,,,5
"Pinheirinho, Curitiba",780000,160.0,3.0,4.0,2.0,55
"Santa Felicidade, Curitiba",1499184,252.0,3.0,2.0,3.0,61
"Boqueirão, Curitiba",645000,155.0,4.0,3.0,3.0,17
"Ecoville, Curitiba",830000,142.0,3.0,2.0,4.0,35
"Boqueirão, Curitiba",595000,102.0,3.0,2.0,2.0,17
"Xaxim, Curitiba",460000,92.0,3.0,4.0,2.0,79
"Santo Inácio, Curitiba",1439424,249.0,3.0,4.0,4.0,63
"Bom Retiro, Curitiba",1120000,197.0,3.0,2.0,4.0,16
"Hauer, Curitiba",599000,122.0,3.0,1.0,2.0,41
"Portão, Curitiba",529999,142.0,3.0,3.0,2.0,56
"Tingui, Curitiba",690000,225.0,5.0,4.0,5.0,74
"Butiatuvinha, Curitiba",3700000,283.0,,,,18
"Bairro Alto, Curitiba",370000,44.0,2.0,1.0,1.0,10
"Jardim das Américas, Curitiba",2950000,250.0,6.0,8.0,6.0,45
"Santa Cândida, Curitiba",650000,150.0,3.0,1.0,2.0,60
"Boqueirão, Curitiba",850000,115.0,3.0,2.0,3.0,17
"Xaxim, Curitiba",550000,170.0,3.0,3.0,3.0,79
"Guabirotuba, Curitiba",1300000,302.0,4.0,2.0,3.0,39
"Portão, Curitiba",998000,170.0,4.0,5.0,4.0,56
"Boqueirão, Curitiba",789729,136.0,3.0,2.0,4.0,17
"Capão da Imbuia, Curitiba",1300000,350.0,3.0,4.0,4.0,25
"Pinheirinho, Curitiba",1800010,277.0,4.0,4.0,3.0,55
"Capão Raso, Curitiba",840000,140.0,3.0,2.0,1.0,26
"Uberaba, Curitiba",595000,107.0,3.0,2.0,2.0,75
"Xaxim, Curitiba",420000,230.0,3.0,,2.0,79
"Cidade Industrial, Curitiba",380000,185.0,3.0,3.0,3.0,33
"São Lourenço, Curitiba",969000,193.0,4.0,2.0,3.0,67
"Abranches, Curitiba",1199000,184.0,3.0,2.0,3.0,0
"Água Verde, Curitiba",1250000,130.0,3.0,2.0,2.0,1
"Boqueirão, Curitiba",849000,195.0,4.0,4.0,3.0,17
"Campo Comprido, Curitiba",1387000,310.0,3.0,5.0,1.0,23
"Ahú, Curitiba",1390000,234.0,3.0,4.0,3.0,2
"Boqueirão, Curitiba",590000,183.0,3.0,2.0,4.0,17
"Vista Alegre, Curitiba",1070000,189.0,3.0,2.0,4.0,78
"Santa Quitéria, Curitiba",2850000,390.0,4.0,4.0,6.0,62
"Pilarzinho, Curitiba",789000,230.0,3.0,5.0,3.0,54
"Abranches, Curitiba",468426,87.0,3.0,1.0,3.0,0
"Novo Mundo, Curitiba",375000,158.0,3.0,6.0,2.0,51
"Capão Raso, Curitiba",2299000,616.0,4.0,4.0,5.0,26
"Alto Boqueirão, Curitiba",495000,100.0,3.0,2.0,3.0,3
"Guabirotuba, Curitiba",899950,152.0,3.0,2.0,4.0,39
"São Lourenço, Curitiba",4500000,782.0,4.0,7.0,8.0,67
"Cidade Industrial, Curitiba",295000,80.0,2.0,2.0,2.0,33
"Alto Boqueirão, Curitiba",440000,188.0,3.0,2.0,2.0,3
"Santo Inácio, Curitiba",1350000,195.0,4.0,2.0,3.0,63
"Vista Alegre, Curitiba",820000,192.0,4.0,3.0,5.0,78
"Campo Comprido, Curitiba",1950000,278.0,3.0,3.0,3.0,23
"Pilarzinho, Curitiba",3200000,488.0,4.0,4.0,4.0,54
"Abranches, Curitiba",2100000,397.0,3.0,7.0,4.0,0
"Alto Boqueirão, Curitiba",215000,,,,,3
"Cachoeira, Curitiba",449900,164.0,3.0,4.0,3.0,20
"Bacacheri, Curitiba",990000,200.0,4.0,3.0,5.0,9
"Uberaba, Curitiba",499000,120.0,3.0,2.0,2.0,75
"Guaíra, Curitiba",650000,300.0,3.0,7.0,3.0,40
"Jardim das Américas, Curitiba",1229989,271.0,6.0,5.0,4.0,45
"Cascatinha, Curitiba",2190000,330.0,3.0,4.0,5.0,27
"Boqueirão, Curitiba",559157,106.0,3.0,2.0,3.0,17
"Portão, Curitiba",840000,240.0,4.0,4.0,1.0,56
"Santa Felicidade, Curitiba",1225000,178.0,3.0,3.0,3.0,61
"Santo Inácio, Curitiba",1595000,195.0,3.0,3.0,3.0,63
"Santa Felicidade, Curitiba",2200000,313.0,5.0,2.0,6.0,61
"Jardim das Américas, Curitiba",2550000,490.0,4.0,4.0,5.0,45
"Umbará, Curitiba",2226000,290.0,3.0,6.0,2.0,76
"Mercês, Curitiba",1595000,178.0,3.0,2.0,4.0,49
"Jardim Social, Curitiba",2700000,376.0,5.0,6.0,4.0,44
"São Lourenço, Curitiba",850000,133.0,3.0,2.0,3.0,67
"Uberaba, Curitiba",690000,129.0,3.0,2.0,3.0,75
"Hauer, Curitiba",820000,156.0,3.0,3.0,4.0,41
"Uberaba, Curitiba",680000,198.0,3.0,3.0,3.0,75
"Água Verde, Curitiba",650000,137.0,3.0,1.0,2.0,1
"Cajuru, Curitiba",330000,100.0,4.0,3.0,2.0,21
"Jardim das Américas, Curitiba",1000008,195.0,4.0,5.0,2.0,45
"São Braz, Curitiba",1405196,247.0,3.0,4.0,5.0,64
"Lindóia, Curitiba",530000,101.0,3.0,2.0,3.0,48
"Sitio Cercado, Curitiba",2500000,420.0,4.0,14.0,3.0,70
"Campo Comprido, Curitiba",948900,195.0,3.0,2.0,3.0,23
"Tingui, Curitiba",529000,110.0,3.0,2.0,3.0,74
"São Braz, Curitiba",1400000,210.0,3.0,4.0,4.0,64
"Uberaba, Curitiba",1580000,,,,,75
"Bairro Alto, Curitiba",415000,86.0,3.0,2.0,3.0,10
"Lindóia, Curitiba",570000,80.0,2.0,2.0,1.0,48
"Jardim das Américas, Curitiba",850000,136.0,3.0,1.0,3.0,45
"Uberaba, Curitiba",890000,253.0,4.0,5.0,4.0,75
"Bairro Alto, Curitiba",600000,109.0,3.0,1.0,2.0,10
"Seminário, Curitiba",1550000,138.0,3.0,2.0,4.0,69
"Pilarzinho, Curitiba",1290000,,,,,54
"Boa Vista, Curitiba",630000,105.0,3.0,2.0,3.0,15
"Campo Comprido, Curitiba",6490007,622.0,4.0,4.0,7.0,23
"São Braz, Curitiba",3200000,313.0,3.0,8.0,5.0,64
"Portão, Curitiba",880000,176.0,3.0,2.0,3.0,56
"Seminário, Curitiba",800000,135.0,2.0,2.0,2.0,69
"Santa Cândida, Curitiba",1800000,252.0,3.0,4.0,4.0,60
"Sitio Cercado, Curitiba",314900,91.0,3.0,2.0,2.0,70
"São Braz, Curitiba",990000,192.0,3.0,2.0,3.0,64
"Xaxim, Curitiba",630000,115.0,3.0,2.0,2.0,79
"Pilarzinho, Curitiba",480000,89.0,3.0,2.0,3.0,54
"Bairro Alto, Curitiba",620000,101.0,3.0,2.0,3.0,10
"Fazendinha, Curitiba",560000,126.0,3.0,2.0,2.0,37
"Xaxim, Curitiba",1190000,218.0,3.0,3.0,3.0,79
"Uberaba, Curitiba",570000,115.0,3.0,2.0,3.0,75
"Xaxim, Curitiba",680000,149.0,3.0,2.0,3.0,79
"Boa Vista, Curitiba",1200000,265.0,3.0,3.0,5.0,15
"Santa Quitéria, Curitiba",598900,98.0,3.0,3.0,3.0,62
"Água Verde, Curitiba",1050000,132.0,3.0,2.0,4.0,1
"Sitio Cercado, Curitiba",450000,122.0,4.0,4.0,2.0,70
"Xaxim, Curitiba",450000,120.0,3.0,3.0,2.0,79
"Portão, Curitiba",489000,129.0,3.0,2.0,2.0,56
"Xaxim, Curitiba",519000,98.0,3.0,2.0,3.0,79
"Cajuru, Curitiba",500000,97.0,3.0,1.0,2.0,21
"Jardim das Américas, Curitiba",750000,130.0,3.0,3.0,3.0,45
"Bom Retiro, Curitiba",954000,164.0,3.0,,4.0,16
"Ecoville, Curitiba",990000,212.0,4.0,3.0,4.0,35
"Alto Boqueirão, Curitiba",290000,100.0,3.0,2.0,2.0,3
"Mercês, Curitiba",1195000,177.0,3.0,2.0,4.0,49
"Jardim das Américas, Curitiba",620000,104.0,2.0,2.0,4.0,45
"Barreirinha, Curitiba",980000,170.0,3.0,3.0,3.0,12
"Orleans, Curitiba",2783000,402.0,5.0,8.0,6.0,52
"Santa Cândida, Curitiba",499000,150.0,3.0,3.0,3.0,60
"Campo Comprido, Curitiba",5200000,475.0,4.0,7.0,7.0,23
"Xaxim, Curitiba",546250,125.0,3.0,2.0,3.0,79
"Vista Alegre, Curitiba",829000,185.0,3.0,3.0,5.0,78
"Santa Felicidade, Curitiba",823200,147.0,3.0,2.0,2.0,61
"Orleans, Curitiba",1890000,306.0,3.0,4.0,5.0,52
"Abranches, Curitiba",695000,156.0,5.0,2.0,4.0,0
"Xaxim, Curitiba",790000,300.0,5.0,2.0,3.0,79
"Butiatuvinha, Curitiba",1300000,250.0,5.0,4.0,4.0,18
"Santa Felicidade, Curitiba",3198000,344.0,3.0,4.0,1.0,61
"Ahú, Curitiba",1250000,151.0,4.0,5.0,4.0,2
"Jardim das Américas, Curitiba",1690000,486.0,6.0,4.0,7.0,45
"Bairro Alto, Curitiba",795000,150.0,3.0,4.0,3.0,10
"Pilarzinho, Curitiba",655900,149.0,3.0,3.0,3.0,54
"Pilarzinho, Curitiba",490000,117.0,3.0,2.0,1.0,54
"Uberaba, Curitiba",763000,183.0,3.0,2.0,3.0,75
"Xaxim, Curitiba",680000,195.0,3.0,4.0,3.0,79
"Hauer, Curitiba",824970,130.0,3.0,3.0,4.0,41
"Barreirinha, Curitiba",550000,,,,,12
"São Francisco, Curitiba",1600000,425.0,6.0,5.0,4.0,65
"Ecoville, Curitiba",5750000,825.0,4.0,8.0,7.0,35
"Barreirinha, Curitiba",2299000,347.0,3.0,8.0,5.0,12
"Boqueirão, Curitiba",553900,106.0,3.0,2.0,3.0,17
"Alto da Glória, Curitiba",798000,230.0,4.0,2.0,2.0,4
"Umbará, Curitiba",1300000,244.0,3.0,3.0,5.0,76
"Hauer, Curitiba",630000,105.0,3.0,1.0,2.0,41
"Boa Vista, Curitiba",630000,150.0,3.0,2.0,2.0,15
"Novo Mundo, Curitiba",790000,208.0,4.0,4.0,2.0,51
"Pinheirinho, Curitiba",638000,148.0,3.0,2.0,3.0,55
"Pinheirinho, Curitiba",750000,,,,,55
"Cidade Industrial, Curitiba",648000,220.0,3.0,2.0,3.0,33
"Jardim das Américas, Curitiba",1472000,241.0,3.0,3.0,3.0,45
"Pilarzinho, Curitiba",1590000,190.0,3.0,2.0,4.0,54
"Jardim Social, Curitiba",1049800,203.0,3.0,2.0,3.0,44
"Portão, Curitiba",559000,98.0,3.0,2.0,3.0,56
"Mercês, Curitiba",1849000,473.0,5.0,5.0,6.0,49
"Mercês, Curitiba",1400000,258.0,3.0,2.0,4.0,49
"Pilarzinho, Curitiba",673000,200.0,3.0,2.0,3.0,54
"Santa Felicidade, Curitiba",799000,168.0,3.0,2.0,3.0,61
"Santa Felicidade, Curitiba",890000,210.0,4.0,7.0,4.0,61
"Campo Comprido, Curitiba",3690000,565.0,4.0,4.0,5.0,23
"Uberaba, Curitiba",591300,117.0,3.0,2.0,4.0,75
"Neoville, Curitiba",2060000,274.0,4.0,4.0,4.0,80
"Pilarzinho, Curitiba",640000,177.0,3.0,2.0,1.0,54
"Cidade Industrial, Curitiba",315000,72.0,2.0,1.0,2.0,33
"Boa Vista, Curitiba",750000,,,,,15
"Boqueirão, Curitiba",530000,138.0,3.0,3.0,2.0,17
"Santo Inácio, Curitiba",990000,219.0,4.0,2.0,4.0,63
"Bairro Alto, Curitiba",800000,160.0,3.0,,,10
"Guabirotuba, Curitiba",851000,127.0,3.0,2.0,3.0,39
"Cidade Industrial, Curitiba",382000,162.0,6.0,2.0,2.0,33
"Santa Felicidade, Curitiba",722400,129.0,3.0,1.0,1.0,61
"Santa Felicidade, Curitiba",583548,139.0,3.0,2.0,3.0,61
"Portão, Curitiba",600000,120.0,3.0,2.0,3.0,56
"Novo Mundo, Curitiba",1900000,174.0,3.0,4.0,3.0,51
"Abranches, Curitiba",510000,110.0,3.0,2.0,3.0,0
"Xaxim, Curitiba",460000,95.0,3.0,3.0,2.0,79
"Pinheirinho, Curitiba",760000,239.0,3.0,4.0,2.0,55
"Santa Felicidade, Curitiba",690000,119.0,3.0,2.0,2.0,61
"Santa Felicidade, Curitiba",1099000,192.0,3.0,2.0,5.0,61
"Hauer, Curitiba",559157,106.0,3.0,2.0,3.0,41
"São Braz, Curitiba",1650000,287.0,5.0,4.0,4.0,64
"Xaxim, Curitiba",520000,99.0,3.0,2.0,4.0,79
"Santa Felicidade, Curitiba",550000,115.0,3.0,5.0,3.0,61
"Xaxim, Curitiba",615831,107.0,3.0,,3.0,79
"Bairro Alto, Curitiba",570000,,,,,10
"Pinheirinho, Curitiba",519900,116.0,3.0,,,55
"Boqueirão, Curitiba",1290000,176.0,4.0,3.0,3.0,17
"Abranches, Curitiba",749000,220.0,3.0,3.0,4.0,0
"Campo Comprido, Curitiba",2980000,240.0,4.0,6.0,5.0,23
"Santo Inácio, Curitiba",1990001,186.0,3.0,2.0,3.0,63
"Jardim Social, Curitiba",1520000,427.0,3.0,7.0,4.0,44
"Hauer, Curitiba",699950,142.0,3.0,2.0,3.0,41
"Xaxim, Curitiba",335000,96.0,3.0,2.0,2.0,79
"Portão, Curitiba",1885023,419.0,5.0,8.0,7.0,56
"Santa Felicidade, Curitiba",4394000,361.0,3.0,4.0,4.0,61
"Xaxim, Curitiba",650000,120.0,3.0,2.0,3.0,79
"Fazendinha, Curitiba",770000,116.0,3.0,2.0,3.0,37
"Mercês, Curitiba",1250000,273.0,3.0,2.0,4.0,49
"Bairro Alto, Curitiba",419000,88.0,3.0,1.0,2.0,10
"Santa Felicidade, Curitiba",1918000,274.0,3.0,2.0,4.0,61
"Mercês, Curitiba",1170000,243.0,3.0,2.0,4.0,49
"Campo Comprido, Curitiba",2200000,256.0,4.0,2.0,5.0,23
"Bom Retiro, Curitiba",1148000,186.0,3.0,2.0,5.0,16
"Capão Raso, Curitiba",590000,116.0,3.0,3.0,2.0,26
"Alto Boqueirão, Curitiba",289000,80.0,3.0,,2.0,3
"Pilarzinho, Curitiba",1493000,371.0,4.0,,4.0,54
"Xaxim, Curitiba",2200000,280.0,3.0,4.0,5.0,79
"Alto Boqueirão, Curitiba",399000,76.0,3.0,2.0,1.0,3
"Uberaba, Curitiba",290000,55.0,3.0,1.0,1.0,75
"Uberaba, Curitiba",699950,149.0,3.0,2.0,3.0,75
"Parolin, Curitiba",640000,152.0,1.0,3.0,2.0,53
"Boqueirão, Curitiba",679800,113.0,3.0,2.0,3.0,17
"Centro Cívico, Curitiba",24000000,1500.0,5.0,10.0,10.0,28
"Uberaba, Curitiba",499000,134.0,3.0,2.0,4.0,75
"Jardim das Américas, Curitiba",520000,121.0,4.0,1.0,3.0,45
"Portão, Curitiba",930000,240.0,3.0,4.0,5.0,56
"Água Verde, Curitiba",870000,234.0,3.0,4.0,5.0,1
"Santa Felicidade, Curitiba",690000,120.0,3.0,2.0,3.0,61
"Bom Retiro, Curitiba",1199997,311.0,4.0,3.0,4.0,16
"Abranches, Curitiba",799000,202.0,3.0,3.0,1.0,0
"Jardim das Américas, Curitiba",935000,176.0,3.0,3.0,2.0,45
"Cajuru, Curitiba",439000,107.0,3.0,2.0,3.0,21
"Campo Comprido, Curitiba",1437000,,,,,23
"Santa Felicidade, Curitiba",2049000,323.0,3.0,4.0,5.0,61
"Água Verde, Curitiba",1880000,415.0,4.0,6.0,5.0,1
"Abranches, Curitiba",645000,136.0,3.0,2.0,3.0,0
"Alto Boqueirão, Curitiba",1000002,192.0,4.0,2.0,3.0,3
"Cachoeira, Curitiba",450000,115.0,3.0,2.0,3.0,20
"São Braz, Curitiba",2400000,346.0,4.0,8.0,3.0,64
"Fazendinha, Curitiba",947000,195.0,3.0,2.0,3.0,37
"Parolin, Curitiba",2200000,500.0,5.0,4.0,6.0,53
"Boa Vista, Curitiba",569000,105.0,3.0,2.0,3.0,15
"Boa Vista, Curitiba",680000,129.0,4.0,2.0,3.0,15
"Cabral, Curitiba",3200000,613.0,5.0,4.0,6.0,19
"Mercês, Curitiba",1595000,252.0,4.0,2.0,4.0,49
"Xaxim, Curitiba",675002,180.0,3.0,2.0,3.0,79
"São Braz, Curitiba",2300000,220.0,4.0,2.0,3.0,64
"Cajuru, Curitiba",749000,190.0,4.0,3.0,4.0,21
"Santa Felicidade, Curitiba",1260000,225.0,3.0,4.0,5.0,61
"Alto Boqueirão, Curitiba",340000,75.0,3.0,2.0,2.0,3
"Capão Raso, Curitiba",509000,100.0,3.0,1.0,2.0,26
"Atuba, Curitiba",795000,144.0,4.0,2.0,3.0,7
"São Lourenço, Curitiba",1500000,333.0,4.0,3.0,4.0,67
"Capão da Imbuia, Curitiba",629999,192.0,3.0,2.0,2.0,25
"Santa Felicidade, Curitiba",699000,106.0,3.0,1.0,3.0,61
"Curitiba, Paraná",1190000,201.0,3.0,4.0,2.0,-1
"Campo de Santana, Curitiba",199900,44.0,2.0,1.0,1.0,24
"São Lourenço, Curitiba",980000,300.0,3.0,2.0,4.0,67
"Tingui, Curitiba",600000,118.0,3.0,2.0,3.0,74
"Bairro Alto, Curitiba",335000,85.0,3.0,2.0,1.0,10
"Ahú, Curitiba",967990,155.0,3.0,2.0,4.0,2
"Hugo Lange, Curitiba",1150000,220.0,3.0,4.0,2.0,42
"Cajuru, Curitiba",500000,97.0,3.0,2.0,3.0,21
"Sitio Cercado, Curitiba",290000,100.0,3.0,2.0,1.0,70
"Campo Comprido, Curitiba",3100000,360.0,4.0,4.0,4.0,23
"Cajuru, Curitiba",450000,75.0,3.0,3.0,1.0,21
"Bom Retiro, Curitiba",1000000,186.0,3.0,3.0,5.0,16
"Portão, Curitiba",1849000,416.0,4.0,16.0,5.0,56
"Guabirotuba, Curitiba",690000,171.0,3.0,4.0,1.0,39
"São Braz, Curitiba",3100000,310.0,3.0,3.0,2.0,64
"Atuba, Curitiba",580000,112.0,3.0,,3.0,7
"Mercês, Curitiba",790000,151.0,3.0,2.0,3.0,49
"Boqueirão, Curitiba",369000,118.0,3.0,2.0,1.0,17
"Capão da Imbuia, Curitiba",790000,138.0,3.0,2.0,2.0,25
"Bairro Alto, Curitiba",580000,146.0,3.0,3.0,3.0,10
"Água Verde, Curitiba",3246760,198.0,3.0,3.0,5.0,1
"Jardim das Américas, Curitiba",1590000,271.0,4.0,4.0,5.0,45
"Santa Felicidade, Curitiba",1990000,292.0,3.0,6.0,3.0,61
"Santo Inácio, Curitiba",1596400,240.0,3.0,3.0,3.0,63
"Cajuru, Curitiba",574900,158.0,3.0,2.0,4.0,21
"Bairro Alto, Curitiba",598000,152.0,3.0,2.0,3.0,10
"Santa Cândida, Curitiba",547000,129.0,3.0,3.0,4.0,60
"Novo Mundo, Curitiba",428000,130.0,3.0,5.0,2.0,51
"Mossunguê, Curitiba",830001,142.0,3.0,2.0,2.0,50
"Água Verde, Curitiba",949800,129.0,3.0,2.0,4.0,1
"Guaíra, Curitiba",710000,199.0,5.0,4.0,3.0,40
"Santa Felicidade, Curitiba",650000,140.0,4.0,2.0,2.0,61
"Bom Retiro, Curitiba",1350000,291.0,,,,16
"Vista Alegre, Curitiba",560000,226.0,4.0,2.0,3.0,78
"Jardim Social, Curitiba",798000,,,,,44
"Uberaba, Curitiba",1590000,385.0,4.0,7.0,6.0,75
"Santa Felicidade, Curitiba",1820000,354.0,4.0,4.0,4.0,61
"Mossunguê, Curitiba",710000,121.0,3.0,2.0,3.0,50
"Seminário, Curitiba",1240000,240.0,4.0,3.0,5.0,69
"Jardim das Américas, Curitiba",1998000,154.0,3.0,3.0,3.0,45
"Santo Inácio, Curitiba",1500000,294.0,4.0,2.0,2.0,63
"Abranches, Curitiba",1092942,158.0,3.0,2.0,3.0,0
"Umbará, Curitiba",549000,200.0,3.0,2.0,4.0,76
"Xaxim, Curitiba",639000,178.0,3.0,4.0,4.0,79
"Boqueirão, Curitiba",365000,95.0,3.0,2.0,1.0,17
"Xaxim, Curitiba",529900,110.0,3.0,1.0,2.0,79
"Bairro Alto, Curitiba",820000,221.0,3.0,4.0,4.0,10
"Água Verde, Curitiba",1189997,147.0,,,,1
"Boqueirão, Curitiba",599000,101.0,3.0,2.0,3.0,17
"Parolin, Curitiba",409000,83.0,3.0,1.0,3.0,53
"Santa Felicidade, Curitiba",899000,303.0,4.0,3.0,4.0,61
"Cajuru, Curitiba",890000,195.0,4.0,6.0,2.0,21
"Centro Cívico, Curitiba",1200000,300.0,5.0,3.0,2.0,28
"Jardim das Américas, Curitiba",469000,95.0,3.0,2.0,3.0,45
"Bairro Alto, Curitiba",420000,100.0,2.0,2.0,2.0,10
"Boqueirão, Curitiba",430000,100.0,3.0,2.0,2.0,17
"Santa Felicidade, Curitiba",1790000,297.0,3.0,4.0,3.0,61
"São Braz, Curitiba",750000,178.0,3.0,2.0,3.0,64
"Bairro Alto, Curitiba",660000,102.0,3.0,3.0,3.0,10
"Vista Alegre, Curitiba",850000,177.0,4.0,4.0,3.0,78
"Barreirinha, Curitiba",580000,157.0,3.0,2.0,3.0,12
"São Lourenço, Curitiba",4870000,680.0,4.0,5.0,8.0,67
"Campo Comprido, Curitiba",1390000000,210.0,3.0,2.0,4.0,23
"Tingui, Curitiba",949000,,,,,74
"Bairro Alto, Curitiba",545000,103.0,3.0,2.0,3.0,10
"Atuba, Curitiba",524950,122.0,3.0,3.0,3.0,7
"Santo Inácio, Curitiba",1596400,300.0,3.0,4.0,5.0,63
"Campina do Siqueira, Curitiba",1100000,240.0,4.0,3.0,3.0,22
"Capão da Imbuia, Curitiba",700000,208.0,3.0,3.0,3.0,25
"Boqueirão, Curitiba",578000,115.0,3.0,1.0,3.0,17
"Uberaba, Curitiba",579000,128.0,3.0,2.0,3.0,75
"Parolin, Curitiba",1100000,403.0,4.0,4.0,4.0,53
"Campo Comprido, Curitiba",3900000,538.0,4.0,,6.0,23
"Santa Felicidade, Curitiba",1439424,285.0,3.0,3.0,5.0,61
"Umbará, Curitiba",879800,156.0,3.0,2.0,3.0,76
"Cascatinha, Curitiba",2199900,300.0,5.0,5.0,6.0,27
"Mossunguê, Curitiba",3450000,531.0,5.0,4.0,6.0,50
"Santa Felicidade, Curitiba",1980000,410.0,4.0,4.0,4.0,61
"Uberaba, Curitiba",795000,197.0,4.0,2.0,4.0,75
"Seminário, Curitiba",1200000,450.0,4.0,5.0,4.0,69
"Boqueirão, Curitiba",792000,142.0,3.0,2.0,3.0,17
"Alto Boqueirão, Curitiba",308000,40.0,3.0,,2.0,3
"São Braz, Curitiba",647000,139.0,3.0,,3.0,64
"Guabirotuba, Curitiba",1500000,272.0,4.0,4.0,6.0,39
"Atuba, Curitiba",2390000,356.0,3.0,4.0,4.0,7
"Pilarzinho, Curitiba",1380000,380.0,3.0,6.0,3.0,54
"Cidade Industrial, Curitiba",279900,75.0,3.0,,2.0,33
"São Braz, Curitiba",1300000,320.0,5.0,4.0,5.0,64
"Santa Cândida, Curitiba",750000,112.0,3.0,4.0,3.0,60
"Santa Felicidade, Curitiba",2888000,698.0,6.0,5.0,6.0,61
"Parolin, Curitiba",1100000,403.0,4.0,4.0,5.0,53
"Santa Cândida, Curitiba",599900,180.0,3.0,2.0,2.0,60
"Taboão, Curitiba",773187,367.0,3.0,2.0,3.0,71
